"Iter" "x" "y"
1 0.440934388439439 0.401981731216313
2 0.932085972534014 1.72077199335686
3 0.113389329353261 0.0624666946940574
4 0.426814311269284 0.626485582681281
5 0.281921485797499 2.07066164376955
6 0.0741853655376685 0.654543070866362
7 1.11491409296108 0.955394288714363
8 0.363669168198616 1.42793834109254
9 0.822124548266877 0.274514469634185
10 1.00201815064583 0.247663397001756
11 0.936325344050104 0.0549681883594002
12 0.931661530862313 -0.959429454151437
13 0.177635572730117 2.02155741629907
14 0.285426869244909 -0.211521232208149
15 0.888415902329885 1.3302806210699
16 0.630004711082819 0.25571686840552
17 0.707741009102364 1.82705493003977
18 0.0616397257763522 3.27829906444671
19 0.470961885669748 -0.0386479782363766
20 0.434035449408939 0.741526917223925
21 0.923115105836767 -0.400645368657348
22 1.40832742622784 0.729973883291571
23 0.369694908240757 3.09971743726256
24 0.066343314026553 1.15693342460308
25 1.60811286820664 0.676540353753341
26 0.636394501823465 -0.507896637680504
27 0.0901844531755968 -0.710311176191972
28 0.514009137742058 1.19951095019301
29 0.5020930366842 0.674967616401958
30 0.520954940125549 1.49000592937904
31 0.999182878471309 0.625845026675525
32 0.54554076266353 0.682289173215837
33 0.541389669262641 -0.693151291893471
34 0.24759794926528 1.09239683369796
35 0.757967381232856 1.73106456344534
36 0.611615010844631 0.902517099863338
37 0.740942824571658 0.38245635667037
38 0.602319924309622 1.12512597185268
39 0.443741168017368 2.15393756897966
40 0.329309602067721 -0.329733602886747
41 1.20178738006467 0.261610585039724
42 1.10542243725275 0.821683218146457
43 0.710301227253462 0.457811203191353
44 0.501767965565039 0.395223457323787
45 0.478431497296854 -0.116440059651255
46 0.659538806679336 1.35967681808663
47 0.192984787069586 1.84299501731141
48 0.390078023858619 -0.855671614963434
49 0.493548899112999 1.06280621768945
50 0.453153822363112 1.65758086183716
51 0.833388094160627 1.3406224607162
52 0.388777218860531 0.658228149075979
53 1.60661927984014 -0.215195783109479
54 1.29232714087803 1.30073804209915
55 0.427295247908485 1.39236507771248
56 0.41834474044131 0.0106422024707932
57 1.02554166992845 1.58687527566469
58 0.494699932019671 0.575122722309881
59 0.522250540644186 0.456924990306477
60 1.19454591036811 0.785853060134067
61 0.4888115239401 0.842556899765384
